cuSpgemm,4X4,8X4,16X4,32X4,64X4,128X4,256X4,4X8,8X8,16X8,32X8,64X8,128X8,256X8,4X16,8X16,16X16,32X16,64X16,128X16,256X16,4X32,8X32,16X32,32X32,64X32,128X32,256X32
5.51392e-05,6.2624e-06,5.5936e-06,1.15104e-05,1.18944e-05,1.15872e-05,1.24256e-05,2.11328e-05,6.2368e-06,5.6032e-06,1.14144e-05,1.19904e-05,1.16064e-05,1.256e-05,2.35776e-05,6.1728e-06,5.6064e-06,1.15616e-05,1.18432e-05,1.16704e-05,1.24288e-05,2.4848e-05,6.2208e-06,5.6e-06,1.14144e-05,1.19872e-05,1.16768e-05,1.27072e-05,2.41824e-05
